Latitude,Longitude,crime
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,1
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.775092,-86.13216,0.33
39.761171,-86.156932,1
39.788072,-86.156943,1
39.769493,-86.14923,1
39.772144,-86.112776,1
39.735768,-86.151387,1
39.921758,-86.197904,1
39.752214,-86.232279,1
39.799629,-86.160435,1
39.780106,-85.979701,1
39.824627,-86.156282,1
39.763737,-86.268598,1
39.771844,-86.105925,1
39.814524,-86.250574,1
39.81877,-86.021609,1
39.830751,-85.990432,1
39.821251,-86.044899,1
39.804343,-86.283073,1
39.750473,-86.258931,1
39.831961,-85.985663,1
39.826514,-86.010485,1
39.770642,-86.264835,1
39.730478,-86.137959,1
39.790593,-86.201806,1
39.734951,-86.157527,1
39.806302,-86.099435,1
39.796182,-86.111899,1
39.901614,-86.189322,1
39.834206,-86.078027,0.7
39.787082,-86.075605,1
39.777924,-86.092839,1
39.824327,-86.144586,1
39.852286,-86.085511,1
39.85479,-86.087421,1
39.865867,-86.258248,1
39.808697,-86.173831,0.8
39.78385,-86.218196,1
39.847267,-86.130833,1
39.739823,-86.250237,1
39.750578,-86.188206,1
39.788047,-86.064472,1
39.665852,-86.098837,1
39.825577,-86.144008,1
39.923073,-86.182441,1
39.907737,-86.078893,1
39.767985,-86.123848,1
39.791281,-86.116565,1
39.848415,-86.281795,1
39.798098,-86.059678,1
39.824162,-86.256704,1
39.747354,-86.149325,0.9
39.832822,-85.987905,1
39.840696,-86.122621,1
39.820952,-86.232556,1
39.806155,-86.188527,1
39.772144,-86.112776,1
39.884745,-86.209939,1
39.833171,-86.172814,1
39.822619,-86.010608,1
39.824359,-86.01557,1
39.788652,-86.140749,0.9
39.815122,-86.131402,1
39.758087,-86.114988,1
39.706721,-86.013526,1
39.7875,-86.06465,1
39.80891,-86.123976,0.04
39.784464,-86.098346,1
39.826483,-86.163975,1
39.827578,-86.036727,1
39.903092,-86.169035,1
39.769137,-86.148799,0.8
39.780309,-86.093856,1
39.825577,-86.144008,1
39.813329,-86.102601,1
39.7644,-86.292607,1
39.814605,-86.122834,1
39.771771,-86.102829,1
39.787082,-86.075605,1
39.814964,-86.242472,1
39.780115,-86.100226,1
39.802932,-86.144767,1
39.648078,-86.115243,1
39.775442,-86.268311,1
39.751304,-86.191149,1
39.772072,-86.116654,1
39.828298,-86.038974,1
39.816499,-86.269774,1
39.840711,-86.06268,1
39.792283,-86.0336,1
39.811575,-86.250149,1
39.661835,-86.111213,1
39.906093,-86.239888,1
39.77346,-86.096362,1
39.882422,-86.199188,1
39.769681,-86.101619,1
39.824792,-86.009381,1
39.731335,-86.130048,1
39.755964,-86.255162,1
39.841079,-86.240078,1
39.820826,-86.233018,1
39.737851,-86.121639,1
39.784523,-86.316172,1
39.664681,-86.126628,1
39.770254,-86.08657,1
39.815927,-86.270287,1
39.683081,-86.155371,1
39.801583,-86.056365,1
39.771981,-86.116468,1
39.716832,-86.148821,0.9
39.771741,-86.110415,1
39.768335,-86.260743,1
39.77426,-86.113276,1
39.782508,-86.116451,1
39.818332,-86.180724,1
39.827651,-86.04826,1
39.912808,-86.182556,1
39.797071,-86.008543,1
39.781518,-86.124403,1
39.822926,-86.268935,1
39.769681,-86.101619,1
39.861912,-86.11379,1
39.764425,-86.210643,1
39.723912,-86.224786,1
39.814689,-86.244464,1
39.809258,-86.164216,1
39.764942,-86.242262,1
39.797635,-86.010067,1
39.73445,-86.139402,1
39.767431,-86.109696,1
39.779151,-86.097289,1
39.795517,-86.128579,1
39.791215,-86.180122,1
39.795048,-86.219979,0.93
39.704407,-86.148881,0.9
39.775327,-86.19611,1
39.890221,-86.199034,1
39.807414,-86.164196,1
39.90596,-86.206723,1
39.827359,-86.143914,1
39.765785,-86.261744,1
39.809966,-86.251423,1
39.824931,-86.200239,1
39.898441,-86.192534,1
39.797038,-86.010313,1
39.887621,-86.118975,1
39.85607,-86.086118,1
39.79736,-86.154626,0.92
39.787762,-86.157691,1
39.912836,-86.13319,1
39.808451,-86.179654,1
39.775092,-86.13216,0.33
39.825255,-86.080713,1
39.898866,-85.992612,1
39.776121,-86.091722,1
39.823235,-86.108057,1
39.825357,-85.980507,1
39.748786,-86.117164,1
39.837886,-86.11509,1
39.789644,-86.045014,1
39.775092,-86.13216,0.33
